Year,Rnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,W,L,ERA,WHIP,SV,Type,Drafted Out of,Team Made Playoffs
2001,1,16,White Sox ,Y,1500000.0,Kris Honel,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Providence Catholic HS (New Lenox, IL)",0
2001,1,17,Indians ,Y,1860000.0,Dan Denham,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Deer Valley HS (Antioch, CA)",1
2001,1,18,Mets ,Y,1508750.0,Aaron Heilman,RHP,1.6,477.0,35.0,46.0,4.4,1.36,16.0,4Yr,"University of Notre Dame (South Bend, IN)",0
2001,1,20,Reds,N,0.0,Jeremy Sowers,LHP,1.6,72.0,18.0,30.0,5.18,1.44,0.0,HS,"Ballard HS (Louisville, KY)",0
2001,1,21,Giants ,Y,1380000.0,Brad Hennessey,RHP,2.6,148.0,17.0,23.0,4.69,1.49,20.0,4Yr,"Youngstown State University (Youngstown, OH)",0
2001,1,22,Diamondbacks,Y,937000.0,Jason Bulger,RHP,0.7,125.0,7.0,2.0,4.33,1.41,1.0,4Yr,"Valdosta State University (Valdosta, GA)",1
2001,1,24,Braves ,Y,1340000.0,Macay McBride,LHP,-0.2,132.0,6.0,2.0,4.35,1.63,2.0,HS,"Screven County HS (Sylvania, GA)",1
2001,1,26,Athletics ,Y,1350000.0,Jeremy Bonderman,RHP,4.9,225.0,69.0,81.0,4.91,1.41,0.0,HS,"Pasco HS (Pasco, WA)",1
2001,1,27,Indians ,N,0.0,Alan Horne,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Marianna HS (Marianna, FL)",1
2001,1,28,Cardinals,Y,900000.0,Justin Pope,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Central Florida (Orlando, FL)",1
2001,1,30,Giants,Y,1175000.0,Noah Lowry,LHP,10.0,106.0,40.0,31.0,4.03,1.38,0.0,4Yr,"Pepperdine University (Malibu, CA)",0
2001,1,35,Indians,Y,975000.0,J.D. Martin,RHP,0.7,24.0,6.0,9.0,4.32,1.41,0.0,HS,"Sherman E. Burroughs HS (Ridgecrest, CA)",1
2001,1,37,Athletics,Y,600000.0,John Rheinecker,LHP,-0.3,44.0,8.0,9.0,5.65,1.75,0.0,4Yr,"Missouri State University (Springfield, MO)",1
2001,1,39,White Sox,Y,872500.0,Wyatt Allen,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Tennessee (Knoxville, TN)",0
2001,1,42,Yankees,Y,600000.0,Jon Skaggs,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Rice University (Houston, TX)",1
2002,1,1,Pirates,Y,4000000.0,Bryan Bullington,RHP,-0.2,26.0,1.0,9.0,5.62,1.58,0.0,4Yr,"Ball State University (Muncie, IN)",0
2002,1,3,Reds,Y,2500000.0,Chris Gruler,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Liberty HS (Brentwood, CA)",0
2002,1,4,Orioles,Y,3200000.0,Adam Loewen,LHP,-0.3,63.0,10.0,8.0,5.85,1.68,0.0,HS,"Fraser Valley Christian HS (Surrey, BC)",0
2002,1,5,Expos,Y,2500000.0,Clint Everts,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Cypress Falls HS (Houston, TX)",0
2002,1,6,Royals,Y,2475000.0,Zack Greinke,RHP,74.9,542.0,221.0,136.0,3.43,1.16,1.0,HS,"Apopka HS (Apopka, FL)",0
2002,1,9,Rockies,Y,1850000.0,Jeff Francis,LHP,9.6,254.0,72.0,82.0,4.97,1.44,1.0,4Yr,"University of British Columbia (Vancouver, BC)",0
2002,1,12,Angels,Y,1825000.0,Joe Saunders,LHP,8.4,235.0,89.0,86.0,4.37,1.42,0.0,4Yr,"Virginia Polytechnic Institute and State University (Blacksburg, VA)",1
2002,1,15,Mets,Y,2150000.0,Scott Kazmir,LHP,22.4,303.0,108.0,97.0,4.02,1.35,0.0,HS,"Cypress Falls HS (Houston, TX)",0
2002,1,17,Phillies,Y,2000000.0,Cole Hamels,LHP,59.0,423.0,163.0,122.0,3.43,1.18,0.0,HS,"Rancho Bernardo HS (San Diego, CA)",0
2002,1,18,White Sox,Y,1600000.0,Royce Ring,LHP,-0.9,99.0,3.0,3.0,5.29,1.57,0.0,4Yr,"San Diego State University (San Diego, CA)",0
2002,1,21,Cubs,Y,2500000.0,Bobby Brownlie,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Rutgers, the State University of New Jersey (New Brunswick, NJ)",0
2002,1,22,Indians,Y,3000000.0,Jeremy Guthrie,RHP,18.4,306.0,91.0,109.0,4.42,1.34,0.0,4Yr,"Stanford University (Palo Alto, CA)",0
2002,1,24,Athletics ,Y,1400000.0,Joe Blanton,RHP,11.8,427.0,101.0,97.0,4.38,1.34,2.0,4Yr,"University of Kentucky (Lexington, KY)",1
2002,1,25,Giants,Y,1375000.0,Matt Cain,RHP,29.1,342.0,104.0,118.0,3.68,1.23,0.0,HS,"Houston HS (Germantown, TN)",1
2002,1,29,Astros,Y,1125000.0,Derick Grigsby,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JC,"Northeast Texas Community College (Mount Pleasant, TX)",0
2002,1,30,Athletics ,Y,1200000.0,Ben Fritz,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"California State University, Fresno (Fresno, CA)",1
2002,1,31,Dodgers,Y,1200000.0,Greg Miller,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Esperanza HS (Anaheim, CA)",0
2002,1,32,Cubs,Y,1150000.0,Luke Hagerty,LHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Ball State University (Muncie, IN)",0
2002,1,34,Braves,Y,1000000.0,Dan Meyer,LHP,-0.9,103.0,3.0,9.0,5.46,1.55,2.0,4Yr,"James Madison University (Harrisonburg, VA)",1
2002,1,36,Cubs,Y,1050000.0,Chadd Blasko,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Purdue University (West Lafayette, IN)",0
2002,1,37,Athletics,Y,750000.0,Steve Obenchain,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Evansville (Evansville, IN)",1
2002,1,38,Cubs,Y,875000.0,Matt Clanton,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JC,"Orange Coast College (Costa Mesa, CA)",0
2003,1,3,Tigers,Y,3350000.0,Kyle Sleeth,RHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Wake Forest University (Winston-Salem, NC)",0
2003,1,4,Padres,Y,750000.0,Tim Stauffer,RHP,3.8,201.0,33.0,34.0,3.97,1.33,0.0,4Yr,"University of Richmond (Richmond, VA)",0
2003,1,8,Pirates,Y,2200000.0,Paul Maholm,LHP,11.9,273.0,77.0,100.0,4.3,1.4,0.0,4Yr,"Mississippi State University (Mississippi State, MS)",0
2003,1,9,Rangers,Y,2100000.0,John Danks,LHP,20.2,247.0,79.0,104.0,4.38,1.35,0.0,HS,"Round Rock HS (Round Rock, TX)",0
2003,1,14,Reds,Y,1400000.0,Ryan Wagner,RHP,-0.3,148.0,11.0,9.0,4.79,1.59,0.0,4Yr,"University of Houston (Houston, TX)",0
