Name,Year,OvPck,RdPck,Rnd,Tm,Pos,FrRnd,Signed,Bonus,WAR,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of
Gerrit Cole(minors),2011,1,1,1,Pirates,RHP,FrRnd,Y,"$8,000,000 ",33.3,250.0,124.0,65.0,3.19,1.11,0.0,4Yr,"University of California, Los Angeles (Los Angeles, CA)"
Danny Hultzen(minors),2011,2,2,1,Mariners,LHP,FrRnd,Y,"$6,350,000 ",0.2,6.0,0.0,0.0,0.0,1.8,0.0,4Yr,"University of Virginia (Charlottesville, VA)"
Trevor Bauer(minors),2011,3,3,1,Diamondbacks,RHP,FrRnd,Y,"$3,400,000 ",21.0,222.0,83.0,69.0,3.79,1.24,1.0,4Yr,"University of California, Los Angeles (Los Angeles, CA)"
Dylan Bundy(minors),2011,4,4,1,Orioles,RHP,FrRnd,Y,"$4,000,000 ",7.8,175.0,50.0,61.0,4.7,1.3,0.0,HS,"Owasso HS (Owasso, OK)"
*Archie Bradley(minors),2011,7,7,1s,Diamondbacks,RHP,FrRnd,Y,"$5,000,000 ",5.8,329.0,30.0,29.0,3.92,1.36,32.0,HS,"Broken Arrow HS (Broken Arrow, OK)"
Taylor Jungmann(minors),2011,12,12,1,Brewers,RHP,FrRnd,Y,"$2,525,000 ",1.2,30.0,9.0,13.0,4.54,1.38,0.0,4Yr,"University of Texas at Austin (Austin, TX)"
Jose Fernandez(minors),2011,14,14,1,Marlins,RHP,FrRnd,Y,"$2,000,000 ",14.2,76.0,38.0,17.0,2.58,1.05,0.0,HS,"Braulio Alonso HS (Tampa, FL)"
*Jed Bradley(minors),2011,15,15,1s,Brewers,LHP,FrRnd,Y,"$2,000,000 ",0.0,6.0,1.0,1.0,5.14,1.86,0.0,4Yr,"Georgia Institute of Technology (Atlanta, GA)"
Chris Reed(minors),2011,16,16,1,Dodgers,LHP,FrRnd,Y,"$1,589,000 ",0.0,2.0,0.0,0.0,4.5,1.75,0.0,4Yr,"Stanford University (Palo Alto, CA)"
Sonny Gray(minors),2011,18,18,1,Athletics,RHP,FrRnd,Y,"$1,540,000 ",24.0,234.0,86.0,73.0,3.56,1.21,0.0,4Yr,"Vanderbilt University (Nashville, TN)"
*Matt Barnes(minors),2011,19,19,1,Red Sox via Tigers,RHP,FrRnd,Y,"$1,500,000 ",3.2,405.0,32.0,29.0,4.2,1.35,41.0,4Yr,"University of Connecticut (Storrs, CT)"
Tyler Anderson(minors),2011,20,20,1,Rockies,LHP,FrRnd,Y,"$1,400,000 ",9.3,132.0,38.0,39.0,4.44,1.28,0.0,4Yr,"University of Oregon (Eugene, OR)"
Tyler Beede(minors),2011,21,21,1,Blue Jays,RHP,FrRnd,N,0,0.2,46.0,5.0,12.0,5.07,1.53,0.0,HS,"Lawrence Academy (Groton, MA)"
*Alex Meyer(minors),2011,23,23,1,Nationals via White Sox,RHP,FrRnd,Y,"$2,000,000 ",0.7,22.0,5.0,8.0,4.63,1.46,0.0,4Yr,"University of Kentucky (Lexington, KY)"
*Taylor Guerrieri(minors),2011,24,24,1,Rays via Red Sox,RHP,FrRnd,Y,"$1,600,000 ",0.2,29.0,0.0,0.0,5.5,1.69,0.0,HS,"Spring Valley HS (Columbia, SC)"
Joe Ross(minors),2011,25,25,1,Padres,RHP,FrRnd,Y,"$2,750,000 ",4.9,98.0,26.0,28.0,4.26,1.33,0.0,HS,"Bishop O'Dowd HS (Oakland, CA)"
Robert Stephenson(minors),2011,27,27,1,Reds,RHP,FrRnd,Y,"$2,000,000 ",-0.4,179.0,12.0,15.0,4.94,1.45,2.0,HS,"Alhambra HS (Martinez, CA)"
Sean Gilmartin(minors),2011,28,28,1,Braves,LHP,FrRnd,Y,"$1,134,000 ",1.1,81.0,4.0,5.0,4.34,1.42,0.0,4Yr,"Florida State University (Tallahassee, FL)"
*Kevin Matthews(minors),2011,33,33,1,Rangers via Phillies,LHP,FrRnd,Y,"$936,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Richmond Hill HS (Richmond Hill, GA)"
*Henry Owens(minors),2011,36,36,1s,Red Sox,LHP,FrRnd,Y,"$1,550,000 ",0.1,16.0,4.0,6.0,5.19,1.52,0.0,HS,"Edison HS (Huntington Beach, CA)"
*Jeff Ames(minors),2011,42,42,1s,Rays,RHP,FrRnd,Y,"$650,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,JC,"Lower Columbia College (Longview, WA)"
*Andrew Chafin(minors),2011,43,43,1s,Diamondbacks,LHP,FrRnd,Y,"$875,000 ",7.2,441.0,12.0,18.0,3.25,1.22,9.0,4Yr,"Kent State University (Kent, OH)"
*Michael Fulmer(minors),2011,44,44,1s,Mets,RHP,FrRnd,Y,"$937,500 ",12.7,168.0,31.0,41.0,3.85,1.23,15.0,HS,"Deer Creek HS (Edmond, OK)"
*Joe Musgrove(minors),2011,46,46,1s,Blue Jays,RHP,FrRnd,Y,"$500,000 ",10.0,154.0,48.0,49.0,3.81,1.16,2.0,HS,"Grossmont HS (La Mesa, CA)"
*Michael Kelly(minors),2011,48,48,1s,Padres,RHP,FrRnd,Y,"$718,000 ",0.1,2.0,0.0,0.0,0.0,0.5,0.0,HS,"West Boca Raton Community HS (Boca Raton, FL)"
*Kyle Crick(minors),2011,49,49,1s,Giants,RHP,FrRnd,Y,"$900,000 ",1.6,194.0,9.0,11.0,3.56,1.32,2.0,HS,"Sherman HS (Sherman, TX)"
*Blake Snell(minors),2011,52,52,1s,Rays,LHP,FrRnd,Y,"$684,000 ",12.7,143.0,49.0,41.0,3.51,1.26,0.0,HS,"Shorewood HS (Shoreline, WA)"
*Hudson Boyd(minors),2011,55,55,1s,Twins,RHP,FrRnd,Y,"$1,000,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Bishop Verot HS (Fort Myers, FL)"
*Kevin Comer(minors),2011,57,57,1s,Blue Jays,RHP,FrRnd,Y,"$1,650,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Seneca HS (Tabernacle, NJ)"
*Grayson Garvin(minors),2011,59,59,1s,Rays,LHP,FrRnd,Y,"$370,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Vanderbilt University (Nashville, TN)"
Jameson Taillon(minors),2010,2,2,1,Pirates,RHP,FrRnd,Y,"$6,500,000 ",11.3,127.0,46.0,32.0,3.79,1.23,0.0,HS,"The Woodlands HS (The Woodlands, TX)"
Drew Pomeranz(minors),2010,5,5,1,Indians,LHP,FrRnd,Y,"$2,650,000 ",12.4,289.0,48.0,58.0,3.91,1.35,9.0,4Yr,"University of Mississippi (Oxford, MS)"
Barret Loux(minors),2010,6,6,1,Diamondbacks,RHP,FrRnd,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Texas A&M University (College Station, TX)"
Matt Harvey(minors),2010,7,7,1,Mets,RHP,FrRnd,Y,"$2,525,000 ",9.4,180.0,50.0,66.0,4.42,1.29,0.0,4Yr,"University of North Carolina at Chapel Hill (Chapel Hill, NC)"
Karsten Whitson(minors),2010,9,9,1,Padres,RHP,FrRnd,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Chipley HS (Chipley, FL)"
Deck McGuire(minors),2010,11,11,1,Blue Jays,RHP,FrRnd,Y,"$2,000,000 ",-0.2,27.0,1.0,3.0,5.23,1.47,0.0,4Yr,"Georgia Institute of Technology (Atlanta, GA)"
Chris Sale(minors),2010,13,13,1,White Sox,LHP,FrRnd,Y,"$1,656,000 ",45.5,321.0,114.0,74.0,3.03,1.04,12.0,4Yr,"Florida Gulf Coast University (Fort Myers, FL)"
Dylan Covey(minors),2010,14,14,1,Brewers,RHP,FrRnd,N,0,-3.0,71.0,6.0,29.0,6.57,1.59,0.0,HS,"Maranatha HS (Pasadena, CA)"
Hayden Simpson(minors),2010,16,16,1,Cubs,RHP,FrRnd,Y,"$1,060,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Southern Arkansas University (Magnolia, AR)"
*Kaleb Cowart(minors),2010,18,18,1,Angels via Mariners,RHP,FrRnd,Y,"$2,300,000 ",-1.4,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Cook HS (Adel, GA)"
*Mike Foltynewicz(minors),2010,19,19,1,Astros via Tigers,RHP,FrRnd,Y,"$1,305,000 ",4.3,166.0,46.0,54.0,4.52,1.32,0.0,HS,"Minooka HS (Minooka, IL)"
Alex Wimmers(minors),2010,21,21,1,Twins,RHP,FrRnd,Y,"$1,332,000 ",0.2,22.0,1.0,3.0,4.38,1.66,0.0,4Yr,"The Ohio State University (Columbus, OH)"
Jesse Biddle(minors),2010,27,27,1,Phillies,LHP,FrRnd,Y,"$1,160,000 ",-0.6,99.0,6.0,2.0,5.07,1.6,1.0,HS,"Germantown Friends HS (Philadelphia, PA)"
Zach Lee(minors),2010,28,28,1,Dodgers,RHP,FrRnd,Y,"$5,250,000 ",-0.3,4.0,1.0,1.0,8.53,2.21,0.0,HS,"McKinney HS (McKinney, TX)"
*Cam Bedrosian(minors),2010,29,29,1,Angels via Red Sox,RHP,FrRnd,Y,"$1,116,000 ",1.7,311.0,17.0,13.0,3.81,1.37,9.0,HS,"East Coweta HS (Sharpsburg, GA)"
Cito Culver(minors),2010,32,32,1,Yankees,RHP,FrRnd,Y,"$954,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Irondequoit HS (Rochester, NY)"
*Aaron Sanchez(minors),2010,34,34,1s,Blue Jays,RHP,FrRnd,Y,"$775,000 ",8.2,166.0,38.0,37.0,4.14,1.38,3.0,HS,"Barstow HS (Barstow, CA)"
*Noah Syndergaard(minors),2010,38,38,1s,Blue Jays,RHP,FrRnd,Y,"$600,000 ",15.7,134.0,52.0,38.0,3.37,1.16,0.0,HS,"Legacy HS (Mansfield, TX)"
*Anthony Ranaudo(minors),2010,39,39,1s,Red Sox,RHP,FrRnd,Y,"$2,550,000 ",-1.6,20.0,5.0,5.0,7.01,1.59,0.0,4Yr,"Louisiana State University (Baton Rouge, LA)"
*Asher Wojciechowski(minors),2010,41,41,1s,Blue Jays,RHP,FrRnd,Y,"$815,400 ",-0.3,58.0,9.0,15.0,5.93,1.46,0.0,4Yr,"The Citadel (Charleston, SC)"
*Taijuan Walker(minors),2010,43,43,1s,Mariners,RHP,FrRnd,Y,"$800,000 ",9.8,152.0,49.0,47.0,3.87,1.22,0.0,HS,"Yucaipa HS (Yucaipa, CA)"
*Luke Jackson(minors),2010,45,45,1s,Rangers,RHP,FrRnd,Y,"$1,545,000 ",2.2,253.0,16.0,6.0,4.24,1.47,19.0,HS,"Calvary Christian HS (Fort Lauderdale, FL)"
*Seth Blair(minors),2010,46,46,1s,Cardinals,RHP,FrRnd,Y,"$751,500 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Arizona State University (Tempe, AZ)"
*Pete Tago(minors),2010,47,47,1s,Rockies,RHP,FrRnd,Y,"$982,500 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Dana Hills HS (Dana Point, CA)"
*Chance Ruffin(minors),2010,48,48,1s,Tigers,RHP,FrRnd,Y,"$1,150,000 ",-0.5,24.0,1.0,2.0,5.6,1.68,0.0,4Yr,"University of Texas at Austin (Austin, TX)"
*Tyrell Jenkins(minors),2010,50,50,1s,Cardinals,RHP,FrRnd,Y,"$1,300,000 ",-0.4,14.0,2.0,4.0,5.88,1.69,0.0,HS,"Henderson HS (Henderson, TX)"
Kevin Gausman(minors),2012,4,4,1,Orioles,RHP,FrRnd,Y,"$4,320,000 ",18.1,252.0,70.0,78.0,3.94,1.28,0.0,4Yr,"Louisiana State University (Baton Rouge, LA)"
Kyle Zimmer(minors),2012,5,5,1,Royals,RHP,FrRnd,Y,"$3,000,000 ",0.0,83.0,5.0,2.0,5.19,1.54,2.0,4Yr,"University of San Francisco (San Francisco, CA)"
Max Fried(minors),2012,7,7,1,Padres,LHP,FrRnd,Y,"$3,000,000 ",15.9,111.0,48.0,20.0,3.22,1.19,0.0,HS,"Harvard-Westlake HS (Los Angeles, CA)"
Mark Appel(minors),2012,8,8,1,Pirates,RHP,FrRnd,N,0,0.1,2.0,0.0,0.0,0.0,0.5,0.0,4Yr,"Stanford University (Palo Alto, CA)"
Andrew Heaney(minors),2012,9,9,1,Marlins,LHP,FrRnd,Y,"$2,600,000 ",6.4,124.0,33.0,38.0,4.63,1.25,0.0,4Yr,"Oklahoma State University (Stillwater, OK)"
Nick Travieso(minors),2012,14,14,1,Reds,RHP,FrRnd,Y,"$2,000,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Archbishop McCarthy HS (Southwest Ranches, FL)"
Lucas Giolito(minors),2012,16,16,1,Nationals,RHP,FrRnd,Y,"$2,925,000 ",10.4,131.0,47.0,42.0,4.26,1.22,0.0,HS,"Harvard-Westlake HS (Los Angeles, CA)"
*Michael Wacha(minors),2012,19,19,1,Cardinals via Angels,RHP,FrRnd,Y,"$1,900,000 ",9.4,215.0,69.0,49.0,4.05,1.32,0.0,4Yr,"Texas A&M University (College Station, TX)"
Chris Stratton(minors),2012,20,20,1,Giants,RHP,FrRnd,Y,"$1,850,000 ",1.0,211.0,29.0,23.0,4.6,1.45,11.0,4Yr,"Mississippi State University (Mississippi State, MS)"
Lucas Sims(minors),2012,21,21,1,Braves,RHP,FrRnd,Y,"$1,650,000 ",0.9,120.0,14.0,10.0,4.97,1.29,8.0,HS,"Brookwood HS (Snellville, GA)"
*Marcus Stroman(minors),2012,22,22,1,Blue Jays,RHP,FrRnd,Y,"$1,800,000 ",17.5,188.0,63.0,65.0,3.71,1.26,1.0,4Yr,"Duke University (Durham, NC)"
Ty Hensley(minors),2012,30,30,1,Yankees,RHP,FrRnd,Y,"$1,200,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Edmond Santa Fe HS (Edmond, OK)"
*Brian Johnson(minors),2012,31,31,1s,Red Sox,LHP,FrRnd,Y,"$1,575,000 ",0.9,65.0,7.0,9.0,4.74,1.55,0.0,4Yr,"University of Florida (Gainesville, FL)"
*Jose Berrios(minors),2012,32,32,1s,Twins,RHP,FrRnd,Y,"$1,550,000 ",10.8,164.0,66.0,51.0,4.19,1.24,0.0,HS,"Papa Juan HS (Bayamon, Puerto Rico)"
*Zach Eflin(minors),2012,33,33,1s,Padres,RHP,FrRnd,Y,"$1,200,000 ",6.5,120.0,36.0,45.0,4.53,1.3,0.0,HS,"Paul J. Hagerty HS (Oviedo, FL)"
*Pat Light(minors),2012,37,37,1s,Red Sox,RHP,FrRnd,Y,"$1,000,000 ",-0.7,17.0,0.0,1.0,11.34,2.28,0.0,4Yr,"Monmouth University (West Long Branch, NJ)"
*Shane Watson(minors),2012,40,40,1s,Phillies,RHP,FrRnd,Y,"$1,291,300 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Lakewood HS (Lakewood, CA)"
*Lance McCullers Jr.(minors),2012,41,41,1s,Astros,RHP,FrRnd,Y,"$2,500,000 ",9.7,122.0,45.0,30.0,3.57,1.25,0.0,HS,"Jesuit HS (Tampa, FL)"
*Luke Bard(minors),2012,42,42,1s,Twins,RHP,FrRnd,Y,"$1,227,000 ",0.6,50.0,3.0,3.0,4.63,1.1,0.0,4Yr,"Georgia Institute of Technology (Atlanta, GA)"
*Pierce Johnson(minors),2012,43,43,1s,Cubs,RHP,FrRnd,Y,"$1,196,000 ",0.9,131.0,9.0,8.0,3.97,1.32,0.0,4Yr,"Missouri State University (Springfield, MO)"
*Eddie Butler(minors),2012,46,46,1s,Rockies,RHP,FrRnd,Y,"$1,000,000 ",-2.3,79.0,12.0,22.0,5.8,1.66,2.0,4Yr,"Radford University (Radford, VA)"
*Matt Smoral(minors),2012,50,50,1s,Blue Jays,LHP,FrRnd,Y,"$2,000,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Solon HS (Solon, OH)"
*Collin Wiles(minors),2012,53,53,1s,Rangers,RHP,FrRnd,Y,"$975,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Blue Valley West HS (Stilwell, KS)"
*Mitch Gueller(minors),2012,54,54,1s,Phillies,RHP,FrRnd,Y,"$940,200 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"W. F. West HS (Chehalis, WA)"
*Walker Weickel(minors),2012,55,55,1,Padres,RHP,FrRnd,Y,"$2,000,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Olympia HS (Orlando, FL)"
*Paul Blackburn(minors),2012,56,56,1s,Cubs,RHP,FrRnd,Y,"$911,700 ",2.4,46.0,12.0,14.0,4.64,1.36,0.0,HS,"Heritage HS (Brentwood, CA)"
*Tyler Gonzales(minors),2012,60,60,1s,Blue Jays,RHP,FrRnd,Y,"$750,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"James Madison HS (San Antonio, TX)"
Mark Appel(minors),2013,1,1,1,Astros,RHP,FrRnd,Y,"$6,350,000 ",0.1,2.0,0.0,0.0,0.0,0.5,0.0,4Yr,"Stanford University (Palo Alto, CA)"
Jon Gray(minors),2013,3,3,1,Rockies,RHP,FrRnd,Y,"$4,800,000 ",11.3,166.0,57.0,53.0,4.54,1.32,0.0,4Yr,"University of Oklahoma (Norman, OK)"
Kohl Stewart(minors),2013,4,4,1,Twins,RHP,FrRnd,Y,"$4,544,400 ",0.2,21.0,5.0,4.0,4.88,1.48,0.0,HS,"St. Pius X HS (Houston, TX)"
Trey Ball(minors),2013,7,7,1,Red Sox,LHP,FrRnd,Y,"$2,750,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"New Castle Chrysler HS (New Castle, IN)"
Phil Bickford(minors),2013,10,10,1,Blue Jays,RHP,FrRnd,N,0,0.9,85.0,4.0,3.0,3.84,1.1,1.0,HS,"Oaks Christian HS (Westlake, CA)"
Braden Shipley(minors),2013,15,15,1,Diamondbacks,RHP,FrRnd,Y,"$2,250,000 ",-0.1,26.0,4.0,6.0,5.49,1.6,0.0,4Yr,"University of Nevada, Reno (Reno, NV)"
Chris Anderson(minors),2013,18,18,1,Dodgers,RHP,FrRnd,Y,"$2,109,900 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Jacksonville University (Jacksonville, FL)"
Marco Gonzales(minors),2013,19,19,1,Cardinals,LHP,FrRnd,Y,"$1,850,000 ",9.7,137.0,55.0,42.0,3.97,1.27,0.0,4Yr,"Gonzaga University (Spokane, WA)"
Jonathon Crawford(minors),2013,20,20,1,Tigers,RHP,FrRnd,Y,"$2,001,700 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Florida (Gainesville, FL)"
Hunter Harvey(minors),2013,22,22,1,Orioles,RHP,FrRnd,Y,"$1,947,600 ",0.6,30.0,1.0,2.0,3.08,1.14,0.0,HS,"Bandys HS (Catawba, NC)"
Chi Chi Gonzalez(minors),2013,23,23,1,Rangers,RHP,FrRnd,Y,"$2,215,000 ",-0.2,66.0,9.0,24.0,5.66,1.48,0.0,4Yr,"Oral Roberts University (Tulsa, OK)"
*Rob Kaminsky(minors),2013,28,28,1,Cardinals via Brewers,LHP,FrRnd,Y,"$1,785,300 ",-0.1,5.0,0.0,0.0,1.93,1.07,0.0,HS,"St. Joseph Regional HS (Montvale, NJ)"
*Ryne Stanek(minors),2013,29,29,1,Rays via Braves,RHP,FrRnd,Y,"$1,755,800 ",3.1,254.0,6.0,12.0,3.52,1.27,4.0,4Yr,"University of Arkansas (Fayetteville, AR)"
*Jason Hursh(minors),2013,31,31,1,Braves via Indians,RHP,FrRnd,Y,"$1,704,200 ",-0.2,11.0,1.0,0.0,8.25,2.0,0.0,4Yr,"Oklahoma State University (Stillwater, OK)"
*Ian Clarkin(minors),2013,33,33,1,Yankees via Nationals,LHP,FrRnd,Y,"$1,650,100 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Madison HS (San Diego, CA)"
Sean Manaea(minors),2013,34,34,1,Royals,LHP,FrRnd,Y,"$3,550,000 ",12.8,144.0,53.0,45.0,3.9,1.21,0.0,4Yr,"Indiana State University (Terre Haute, IN)"
Matt Krook(minors),2013,35,35,1,Marlins,LHP,FrRnd,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"St. Ignatius College Preparatory (San Francisco, CA)"
Aaron Blair(minors),2013,36,36,1,Diamondbacks,RHP,FrRnd,Y,"$1,435,000 ",-2.0,16.0,2.0,8.0,7.89,1.73,0.0,4Yr,"Marshall University (Huntington, WV)"
Michael Lorenzen(minors),2013,38,38,1,Reds,RHP,FrRnd,Y,"$1,500,000 ",6.6,308.0,29.0,29.0,4.18,1.37,14.0,4Yr,"California State University, Fullerton (Fullerton, CA)"
Corey Knebel(minors),2013,39,39,1,Tigers,RHP,FrRnd,Y,"$1,433,400 ",5.4,300.0,12.0,16.0,3.23,1.23,71.0,4Yr,"University of Texas at Austin (Austin, TX)"
Brady Aiken(minors),2014,1,1,1,Astros,LHP,FrRnd,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Cathedral Catholic HS (San Diego, CA)"
Tyler Kolek(minors),2014,2,2,1,Marlins,RHP,FrRnd,Y,"$6,000,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Shepherd HS (Shepherd, TX)"
Carlos Rodon(minors),2014,3,3,1,White Sox,LHP,FrRnd,Y,"$6,582,000 ",14.0,137.0,49.0,43.0,3.68,1.27,0.0,4Yr,"North Carolina State University (Raleigh, NC)"
Aaron Nola(minors),2014,7,7,1,Phillies,RHP,FrRnd,Y,"$3,300,900 ",26.9,187.0,72.0,54.0,3.63,1.14,0.0,4Yr,"Louisiana State University (Baton Rouge, LA)"
Kyle Freeland(minors),2014,8,8,1,Rockies,LHP,FrRnd,Y,"$2,300,000 ",15.2,140.0,44.0,46.0,4.23,1.4,0.0,4Yr,"University of Evansville (Evansville, IN)"
Jeff Hoffman(minors),2014,9,9,1,Blue Jays,RHP,FrRnd,Y,"$3,080,800 ",-0.3,127.0,14.0,21.0,5.68,1.58,1.0,4Yr,"East Carolina University (Greenville, NC)"
Kodi Medeiros(minors),2014,12,12,1,Brewers,LHP,FrRnd,Y,"$2,500,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Waiakea HS (Waiakea, HI)"
Tyler Beede(minors),2014,14,14,1,Giants,RHP,FrRnd,Y,"$2,613,200 ",0.2,45.0,5.0,12.0,5.04,1.52,0.0,4Yr,"Vanderbilt University (Nashville, TN)"
Sean Newcomb(minors),2014,15,15,1,Angels,LHP,FrRnd,Y,"$2,518,400 ",3.0,148.0,24.0,23.0,4.39,1.47,2.0,4Yr,"University of Hartford (West Hartford, CT)"
Touki Toussaint(minors),2014,16,16,1,Diamondbacks,RHP,FrRnd,Y,"$2,700,000 ",-0.8,49.0,9.0,6.0,5.46,1.5,0.0,HS,"Coral Springs Christian Academy (Coral Springs, FL)"
Brandon Finnegan(minors),2014,17,17,1,Royals,LHP,FrRnd,Y,"$2,200,600 ",2.2,67.0,16.0,18.0,4.11,1.39,0.0,4Yr,"Texas Christian University (Fort Worth, TX)"
Erick Fedde(minors),2014,18,18,1,Nationals,RHP,FrRnd,Y,"$2,511,100 ",1.4,91.0,20.0,25.0,5.06,1.47,0.0,4Yr,"University of Nevada, Las Vegas (Paradise, NV)"
Nick Howard(minors),2014,19,19,1,Reds,RHP,FrRnd,Y,"$1,990,500 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Virginia (Charlottesville, VA)"
Grant Holmes(minors),2014,22,22,1,Dodgers,RHP,FrRnd,Y,"$2,500,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Conway HS (Conway, SC)"
Luke Weaver(minors),2014,27,27,1,Cardinals,RHP,FrRnd,Y,"$1,843,000 ",1.5,95.0,24.0,36.0,4.8,1.39,0.0,4Yr,"Florida State University (Tallahassee, FL)"
Foster Griffin(minors),2014,28,28,1,Royals,LHP,FrRnd,Y,"$1,925,000 ",-0.2,6.0,1.0,0.0,9.0,1.67,0.0,HS,"The First Academy (Orlando, FL)"
Luis Ortiz(minors),2014,30,30,1,Rangers,RHP,FrRnd,Y,"$1,750,000 ",-0.4,3.0,0.0,2.0,12.71,3.35,0.0,HS,"Sanger HS (Sanger, CA)"
Justus Sheffield(minors),2014,31,31,1,Indians,LHP,FrRnd,Y,"$1,600,000 ",-0.6,47.0,11.0,12.0,5.37,1.62,0.0,HS,"Tullahoma HS (Tullahoma, TN)"
Michael Kopech(minors),2014,33,33,1,Red Sox,RHP,FrRnd,Y,"$1,500,000 ",3.5,62.0,7.0,9.0,3.32,1.12,0.0,HS,"Mount Pleasant HS (Mount Pleasant, TX)"
Jack Flaherty(minors),2014,34,34,1,Cardinals,RHP,FrRnd,Y,"$2,000,000 ",9.3,96.0,32.0,24.0,3.38,1.09,0.0,HS,"Harvard-Westlake HS (Los Angeles, CA)"
Dillon Tate(minors),2015,4,4,1,Rangers,RHP,FrRnd,Y,"$4,200,000 ",2.2,124.0,1.0,12.0,3.95,1.15,5.0,4Yr,"University of California, Santa Barbara (Santa Barbara, CA)"
Tyler Jay(minors),2015,6,6,1,Twins,LHP,FrRnd,Y,"$3,889,500 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Illinois at Urbana-Champaign (Champaign, IL)"
Carson Fulmer(minors),2015,8,8,1,White Sox,RHP,FrRnd,Y,"$3,470,600 ",-1.2,74.0,6.0,9.0,6.41,1.58,0.0,4Yr,"Vanderbilt University (Nashville, TN)"
Kolby Allard(minors),2015,14,14,1,Braves,LHP,FrRnd,Y,"$3,042,400 ",-1.0,62.0,8.0,23.0,5.89,1.41,1.0,HS,"San Clemente HS (San Clemente, CA)"
James Kaprielian(minors),2015,16,16,1,Yankees,RHP,FrRnd,Y,"$2,650,000 ",1.1,38.0,9.0,10.0,4.57,1.28,0.0,4Yr,"University of California, Los Angeles (Los Angeles, CA)"
Brady Aiken(minors),2015,17,17,1,Indians,LHP,FrRnd,Y,"$2,513,280 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"IMG Academy (Bradenton, FL)"
Phil Bickford(minors),2015,18,18,1,Giants,RHP,FrRnd,Y,"$2,333,800 ",0.9,85.0,4.0,3.0,3.84,1.1,1.0,JC,"College of Southern Nevada (Henderson, NV)"
Ashe Russell(minors),2015,21,21,1,Royals,RHP,FrRnd,Y,"$2,190,200 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Cathedral HS (Indianapolis, IN)"
Beau Burrows(minors),2015,22,22,1,Tigers,RHP,FrRnd,Y,"$2,154,200 ",-0.7,11.0,0.0,1.0,10.7,1.98,0.0,HS,"Weatherford HS (Weatherford, TX)"
Walker Buehler(minors),2015,24,24,1,Dodgers,RHP,FrRnd,Y,"$1,777,500 ",13.2,115.0,46.0,16.0,3.02,1.04,0.0,4Yr,"Vanderbilt University (Nashville, TN)"
Mike Nikorak(minors),2015,27,27,1,Rockies,RHP,FrRnd,Y,"$2,300,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Stroudsburg HS (Stroudsburg, PA)"
Mike Soroka(minors),2015,28,28,1,Braves,RHP,FrRnd,Y,"$1,974,700 ",6.1,37.0,15.0,6.0,2.86,1.16,0.0,HS,"Bishop Carroll HS (Calgary, AB)"
Jon Harris(minors),2015,29,29,1,Blue Jays,RHP,FrRnd,Y,"$1,944,800 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Missouri State University (Springfield, MO)"
